Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,Status
bella-diamond-gray-shadow,,,,,,,,Power / Sphere (SPH),-2.75,,,,,BEL-DIA-GRY-01--2_75,100,shopify,50,deny,manual,130,145,TRUE,FALSE,,,,,FALSE,active
bella-diamond-gray-shadow,,,,,,,,Power / Sphere (SPH),-3.00,,,,,BEL-DIA-GRY-01--3_00,100,shopify,50,deny,manual,130,145,TRUE,FALSE,,,,,FALSE,active
bella-diamond-gray-shadow,,,,,,,,Power / Sphere (SPH),-3.50,,,,,BEL-DIA-GRY-01--3_50,100,shopify,50,deny,manual,130,145,TRUE,FALSE,,,,,FALSE,active
bella-diamond-gray-shadow,,,,,,,,Power / Sphere (SPH),-4.00,,,,,BEL-DIA-GRY-01--4_00,100,shopify,50,deny,manual,130,145,TRUE,FALSE,,,,,FALSE,active
bella-diamond-gray-shadow,,,,,,,,Power / Sphere (SPH),-4.50,,,,,BEL-DIA-GRY-01--4_50,100,shopify,50,deny,manual,130,145,TRUE,FALSE,,,,,FALSE,active
bella-diamond-gray-shadow,,,,,,,,Power / Sphere (SPH),-5.00,,,,,BEL-DIA-GRY-01--5_00,100,shopify,50,deny,manual,130,145,TRUE,FALSE,,,,,FALSE,active
bella-diamond-gray-shadow,,,,,,,,Power / Sphere (SPH),-6.00,,,,,BEL-DIA-GRY-01--6_00,100,shopify,50,deny,manual,130,145,TRUE,FALSE,,,,,FALSE,active
bella-elite-sandy-brown,Bella Elite Sandy Brown Contact Lenses,"<p>Subtle blend of soft warm brown tones inspired by Arabian desert dunes.</p><p dir=""rtl"" lang=""ar"">مزيج ناعم من درجات البني الدافئ المستوحى من رمال الصحراء العربية.</p><ul><li><strong>Replacement Schedule:</strong> 3 MONTHS</li><li><strong>Pack Size:</strong> 2 Lenses</li><li><strong>Base Curve (BC):</strong> 8.6 mm</li><li><strong>Diameter (DIA):</strong> 14.5 mm</li><li><strong>Water Content:</strong> 38%</li><li><strong>Color:</strong> Sandy Brown (ساندي براون)</li></ul>",Bella,Health & Beauty > Personal Care > Vision Care,Colored Contact Lenses,"EyeNova, Qatar Luxury, Doha, colored-lenses, beauty, cosmetic, Bella",TRUE,Power / Sphere (SPH),Plano (0.00),,,,,BEL-ELT-SND-02-0_00,100,shopify,45,deny,manual,135,150,TRUE,FALSE,,https://images.unsplash.com/photo-1544005313-94ddf0286df2?w=600&auto=format&fit=crop,1,Bella Elite Sandy Brown Contact Lenses,FALSE,active
bella-elite-sandy-brown,,,,,,,,Power / Sphere (SPH),-0.50,,,,,BEL-ELT-SND-02--0_50,100,shopify,45,deny,manual,135,150,TRUE,FALSE,,,,,FALSE,active
bella-elite-sandy-brown,,,,,,,,Power / Sphere (SPH),-1.00,,,,,BEL-ELT-SND-02--1_00,100,shopify,45,deny,manual,135,150,TRUE,FALSE,,,,,FALSE,active
bella-elite-sandy-brown,,,,,,,,Power / Sphere (SPH),-1.50,,,,,BEL-ELT-SND-02--1_50,100,shopify,45,deny,manual,135,150,TRUE,FALSE,,,,,FALSE,active
bella-elite-sandy-brown,,,,,,,,Power / Sphere (SPH),-2.00,,,,,BEL-ELT-SND-02--2_00,100,shopify,45,deny,manual,135,150,TRUE,FALSE,,,,,FALSE,active
bella-elite-sandy-brown,,,,,,,,Power / Sphere (SPH),-2.50,,,,,BEL-ELT-SND-02--2_50,100,shopify,45,deny,manual,135,150,TRUE,FALSE,,,,,FALSE,active
bella-elite-sandy-brown,,,,,,,,Power / Sphere (SPH),-3.00,,,,,BEL-ELT-SND-02--3_00,100,shopify,45,deny,manual,135,150,TRUE,FALSE,,,,,FALSE,active
bella-elite-sandy-brown,,,,,,,,Power / Sphere (SPH),-3.50,,,,,BEL-ELT-SND-02--3_50,100,shopify,45,deny,manual,135,150,TRUE,FALSE,,,,,FALSE,active
bella-elite-sandy-brown,,,,,,,,Power / Sphere (SPH),-4.00,,,,,BEL-ELT-SND-02--4_00,100,shopify,45,deny,manual,135,150,TRUE,FALSE,,,,,FALSE,active
bella-elite-sandy-brown,,,,,,,,Power / Sphere (SPH),-5.00,,,,,BEL-ELT-SND-02--5_00,100,shopify,45,deny,manual,135,150,TRUE,FALSE,,,,,FALSE,active
lensme-caffe-brown,Lensme Caffe Natural Warm Brown Lenses,"<p>Warm coffee brown tone designed for dark Middle Eastern eyes with seamless blending.</p><p dir=""rtl"" lang=""ar"">درجة البني الدافئ كافيه المصممة خصيصاً للعيون العربية الداكنة.</p><ul><li><strong>Replacement Schedule:</strong> 6 MONTHS</li><li><strong>Pack Size:</strong> 2 Lenses</li><li><strong>Base Curve (BC):</strong> 8.6 mm</li><li><strong>Diameter (DIA):</strong> 14.2 mm</li><li><strong>Water Content:</strong> 38%</li><li><strong>Color:</strong> Caffe Brown (كافيه بني)</li></ul>",Lensme,Health & Beauty > Personal Care > Vision Care,Colored Contact Lenses,"EyeNova, Qatar Luxury, Doha, colored-lenses, beauty, cosmetic, Lensme",TRUE,Power / Sphere (SPH),Plano (0.00),,,,,LNS-CAF-BRN-03-0_00,100,shopify,40,deny,manual,145,160,TRUE,FALSE,,https://images.unsplash.com/photo-1517841905240-472988babdf9?w=600&auto=format&fit=crop,1,Lensme Caffe Natural Warm Brown Lenses,FALSE,active
lensme-caffe-brown,,,,,,,,Power / Sphere (SPH),-0.50,,,,,LNS-CAF-BRN-03--0_50,100,shopify,40,deny,manual,145,160,TRUE,FALSE,,,,,FALSE,active
lensme-caffe-brown,,,,,,,,Power / Sphere (SPH),-0.75,,,,,LNS-CAF-BRN-03--0_75,100,shopify,40,deny,manual,145,160,TRUE,FALSE,,,,,FALSE,active
lensme-caffe-brown,,,,,,,,Power / Sphere (SPH),-1.00,,,,,LNS-CAF-BRN-03--1_00,100,shopify,40,deny,manual,145,160,TRUE,FALSE,,,,,FALSE,active
lensme-caffe-brown,,,,,,,,Power / Sphere (SPH),-1.50,,,,,LNS-CAF-BRN-03--1_50,100,shopify,40,deny,manual,145,160,TRUE,FALSE,,,,,FALSE,active
lensme-caffe-brown,,,,,,,,Power / Sphere (SPH),-2.00,,,,,LNS-CAF-BRN-03--2_00,100,shopify,40,deny,manual,145,160,TRUE,FALSE,,,,,FALSE,active
lensme-caffe-brown,,,,,,,,Power / Sphere (SPH),-2.50,,,,,LNS-CAF-BRN-03--2_50,100,shopify,40,deny,manual,145,160,TRUE,FALSE,,,,,FALSE,active
lensme-caffe-brown,,,,,,,,Power / Sphere (SPH),-3.00,,,,,LNS-CAF-BRN-03--3_00,100,shopify,40,deny,manual,145,160,TRUE,FALSE,,,,,FALSE,active
lensme-caffe-brown,,,,,,,,Power / Sphere (SPH),-3.50,,,,,LNS-CAF-BRN-03--3_50,100,shopify,40,deny,manual,145,160,TRUE,FALSE,,,,,FALSE,active
lensme-caffe-brown,,,,,,,,Power / Sphere (SPH),-4.00,,,,,LNS-CAF-BRN-03--4_00,100,shopify,40,deny,manual,145,160,TRUE,FALSE,,,,,FALSE,active
lensme-caffe-brown,,,,,,,,Power / Sphere (SPH),-5.00,,,,,LNS-CAF-BRN-03--5_00,100,shopify,40,deny,manual,145,160,TRUE,FALSE,,,,,FALSE,active
lensme-caramel,Lensme Caramel Golden Hazel Lenses,"<p>Top-selling radiant golden caramel shade that brightens deep eyes effortlessly.</p><p dir=""rtl"" lang=""ar"">اللون الكراميل الذهبي الأكثر مبيعاً الذي يمنح العيون إشراقة ساحرة.</p><ul><li><strong>Replacement Schedule:</strong> 6 MONTHS</li><li><strong>Pack Size:</strong> 2 Lenses</li><li><strong>Base Curve (BC):</strong> 8.6 mm</li><li><strong>Diameter (DIA):</strong> 14.2 mm</li><li><strong>Water Content:</strong> 38%</li><li><strong>Color:</strong> Caramel (كراميل)</li></ul>",Lensme,Health & Beauty > Personal Care > Vision Care,Colored Contact Lenses,"EyeNova, Qatar Luxury, Doha, colored-lenses, beauty, cosmetic, Lensme",TRUE,Power / Sphere (SPH),Plano (0.00),,,,,LNS-CAR-04-0_00,100,shopify,60,deny,manual,145,160,TRUE,FALSE,,https://images.unsplash.com/photo-1524504388940-b1c1722653e1?w=600&auto=format&fit=crop,1,Lensme Caramel Golden Hazel Lenses,FALSE,active
lensme-caramel,,,,,,,,Power / Sphere (SPH),-0.50,,,,,LNS-CAR-04--0_50,100,shopify,60,deny,manual,145,160,TRUE,FALSE,,,,,FALSE,active
lensme-caramel,,,,,,,,Power / Sphere (SPH),-1.00,,,,,LNS-CAR-04--1_00,100,shopify,60,deny,manual,145,160,TRUE,FALSE,,,,,FALSE,active
lensme-caramel,,,,,,,,Power / Sphere (SPH),-1.50,,,,,LNS-CAR-04--1_50,100,shopify,60,deny,manual,145,160,TRUE,FALSE,,,,,FALSE,active
lensme-caramel,,,,,,,,Power / Sphere (SPH),-2.00,,,,,LNS-CAR-04--2_00,100,shopify,60,deny,manual,145,160,TRUE,FALSE,,,,,FALSE,active
lensme-caramel,,,,,,,,Power / Sphere (SPH),-2.50,,,,,LNS-CAR-04--2_50,100,shopify,60,deny,manual,145,160,TRUE,FALSE,,,,,FALSE,active
lensme-caramel,,,,,,,,Power / Sphere (SPH),-3.00,,,,,LNS-CAR-04--3_00,100,shopify,60,deny,manual,145,160,TRUE,FALSE,,,,,FALSE,active
lensme-caramel,,,,,,,,Power / Sphere (SPH),-3.50,,,,,LNS-CAR-04--3_50,100,shopify,60,deny,manual,145,160,TRUE,FALSE,,,,,FALSE,active
lensme-caramel,,,,,,,,Power / Sphere (SPH),-4.00,,,,,LNS-CAR-04--4_00,100,shopify,60,deny,manual,145,160,TRUE,FALSE,,,,,FALSE,active
lensme-caramel,,,,,,,,Power / Sphere (SPH),-5.00,,,,,LNS-CAR-04--5_00,100,shopify,60,deny,manual,145,160,TRUE,FALSE,,,,,FALSE,active
amara-toffee-hazel,Amara Toffee Hazel Contact Lenses,"<p>Rich caramel & honey hazel tone endorsed by Middle Eastern celebrity makeup artists.</p><p dir=""rtl"" lang=""ar"">درجة العسلي والكراميل الغنية المفضلة لدى أخصائيي المكياج في الخليج.</p><ul><li><strong>Replacement Schedule:</strong> MONTHLY</li><li><strong>Pack Size:</strong> 2 Lenses</li><li><strong>Base Curve (BC):</strong> 8.7 mm</li><li><strong>Diameter (DIA):</strong> 14.5 mm</li><li><strong>Water Content:</strong> 38%</li><li><strong>Color:</strong> Toffee Hazel (توفي عسلي)</li></ul>",Amara,Health & Beauty > Personal Care > Vision Care,Colored Contact Lenses,"EyeNova, Qatar Luxury, Doha, colored-lenses, beauty, cosmetic, Amara",TRUE,Power / Sphere (SPH),Plano (0.00),,,,,AMR-TOF-HZL-05-0_00,100,shopify,65,deny,manual,140,155,TRUE,FALSE,,https://images.unsplash.com/photo-1508214751196-bcfd4ca60f91?w=600&auto=format&fit=crop,1,Amara Toffee Hazel Contact Lenses,FALSE,active
amara-toffee-hazel,,,,,,,,Power / Sphere (SPH),-0.50,,,,,AMR-TOF-HZL-05--0_50,100,shopify,65,deny,manual,140,155,TRUE,FALSE,,,,,FALSE,active
amara-toffee-hazel,,,,,,,,Power / Sphere (SPH),-1.00,,,,,AMR-TOF-HZL-05--1_00,100,shopify,65,deny,manual,140,155,TRUE,FALSE,,,,,FALSE,active
amara-toffee-hazel,,,,,,,,Power / Sphere (SPH),-1.50,,,,,AMR-TOF-HZL-05--1_50,100,shopify,65,deny,manual,140,155,TRUE,FALSE,,,,,FALSE,active
amara-toffee-hazel,,,,,,,,Power / Sphere (SPH),-2.00,,,,,AMR-TOF-HZL-05--2_00,100,shopify,65,deny,manual,140,155,TRUE,FALSE,,,,,FALSE,active
amara-toffee-hazel,,,,,,,,Power / Sphere (SPH),-2.50,,,,,AMR-TOF-HZL-05--2_50,100,shopify,65,deny,manual,140,155,TRUE,FALSE,,,,,FALSE,active
amara-toffee-hazel,,,,,,,,Power / Sphere (SPH),-3.00,,,,,AMR-TOF-HZL-05--3_00,100,shopify,65,deny,manual,140,155,TRUE,FALSE,,,,,FALSE,active
amara-toffee-hazel,,,,,,,,Power / Sphere (SPH),-4.00,,,,,AMR-TOF-HZL-05--4_00,100,shopify,65,deny,manual,140,155,TRUE,FALSE,,,,,FALSE,active
amara-toffee-hazel,,,,,,,,Power / Sphere (SPH),-5.00,,,,,AMR-TOF-HZL-05--5_00,100,shopify,65,deny,manual,140,155,TRUE,FALSE,,,,,FALSE,active
diva-amande,Diva Amande Natural Olive Brown Lenses,"<p>Elegant hazel-olive shade with high oxygen permeability for all-day comfort.</p><p dir=""rtl"" lang=""ar"">لون زيتوني عسلي أنيق مع نفاذية عالية للأكسجين لراحة تدوم طوال اليوم.</p><ul><li><strong>Replacement Schedule:</strong> MONTHLY</li><li><strong>Pack Size:</strong> 2 Lenses</li><li><strong>Base Curve (BC):</strong> 8.6 mm</li><li><strong>Diameter (DIA):</strong> 14.5 mm</li><li><strong>Water Content:</strong> 43%</li><li><strong>Color:</strong> Amande Olive (اماند)</li></ul>",Diva,Health & Beauty > Personal Care > Vision Care,Colored Contact Lenses,"EyeNova, Qatar Luxury, Doha, colored-lenses, beauty, cosmetic, Diva",TRUE,Power / Sphere (SPH),Plano (0.00),,,,,DIV-AMD-06-0_00,100,shopify,40,deny,manual,150,,TRUE,FALSE,,https://images.unsplash.com/photo-1494790108377-be9c29b29330?w=600&auto=format&fit=crop,1,Diva Amande Natural Olive Brown Lenses,FALSE,active
diva-amande,,,,,,,,Power / Sphere (SPH),-0.50,,,,,DIV-AMD-06--0_50,100,shopify,40,deny,manual,150,,TRUE,FALSE,,,,,FALSE,active
diva-amande,,,,,,,,Power / Sphere (SPH),-1.00,,,,,DIV-AMD-06--1_00,100,shopify,40,deny,manual,150,,TRUE,FALSE,,,,,FALSE,active
diva-amande,,,,,,,,Power / Sphere (SPH),-1.50,,,,,DIV-AMD-06--1_50,100,shopify,40,deny,manual,150,,TRUE,FALSE,,,,,FALSE,active
diva-amande,,,,,,,,Power / Sphere (SPH),-2.00,,,,,DIV-AMD-06--2_00,100,shopify,40,deny,manual,150,,TRUE,FALSE,,,,,FALSE,active
diva-amande,,,,,,,,Power / Sphere (SPH),-2.50,,,,,DIV-AMD-06--2_50,100,shopify,40,deny,manual,150,,TRUE,FALSE,,,,,FALSE,active
diva-amande,,,,,,,,Power / Sphere (SPH),-3.00,,,,,DIV-AMD-06--3_00,100,shopify,40,deny,manual,150,,TRUE,FALSE,,,,,FALSE,active
diva-amande,,,,,,,,Power / Sphere (SPH),-3.50,,,,,DIV-AMD-06--3_50,100,shopify,40,deny,manual,150,,TRUE,FALSE,,,,,FALSE,active
diva-amande,,,,,,,,Power / Sphere (SPH),-4.00,,,,,DIV-AMD-06--4_00,100,shopify,40,deny,manual,150,,TRUE,FALSE,,,,,FALSE,active
1-day-acuvue-moist,1 Day Acuvue Moist,"<p>LACREON technology keeps moisture locked in for 16 hours of daily wear comfort.</p><p dir=""rtl"" lang=""ar"">تقنية الترطيب الفائق الممتد طوال اليوم لحماية العين من الجفاف في طقس قطر الحار.</p><ul><li><strong>Replacement Schedule:</strong> DAILY DISPOSABLE</li><li><strong>Pack Size:</strong> 30 Lenses</li><li><strong>Base Curve (BC):</strong> 8.5 mm</li><li><strong>Diameter (DIA):</strong> 14.2 mm</li><li><strong>Water Content:</strong> 58%</li></ul>",Acuvue,Health & Beauty > Personal Care > Vision Care,Medical Contact Lenses,"EyeNova, Qatar Luxury, Doha, clear-lenses, vision-correction, medical, Acuvue",TRUE,Power / Sphere (SPH),-0.50,,,,,ACU-MST-30PK--0_50,100,shopify,120,deny,manual,159,,TRUE,FALSE,,https://images.unsplash.com/photo-1588776814546-1ffcf47267a5?w=600&auto=format&fit=crop,1,1 Day Acuvue Moist,FALSE,active
1-day-acuvue-moist,,,,,,,,Power / Sphere (SPH),-0.75,,,,,ACU-MST-30PK--0_75,100,shopify,120,deny,manual,159,,TRUE,FALSE,,,,,FALSE,active
1-day-acuvue-moist,,,,,,,,Power / Sphere (SPH),-1.00,,,,,ACU-MST-30PK--1_00,100,shopify,120,deny,manual,159,,TRUE,FALSE,,,,,FALSE,active
1-day-acuvue-moist,,,,,,,,Power / Sphere (SPH),-1.25,,,,,ACU-MST-30PK--1_25,100,shopify,120,deny,manual,159,,TRUE,FALSE,,,,,FALSE,active
1-day-acuvue-moist,,,,,,,,Power / Sphere (SPH),-1.50,,,,,ACU-MST-30PK--1_50,100,shopify,120,deny,manual,159,,TRUE,FALSE,,,,,FALSE,active
1-day-acuvue-moist,,,,,,,,Power / Sphere (SPH),-1.75,,,,,ACU-MST-30PK--1_75,100,shopify,120,deny,manual,159,,TRUE,FALSE,,,,,FALSE,active
1-day-acuvue-moist,,,,,,,,Power / Sphere (SPH),-2.00,,,,,ACU-MST-30PK--2_00,100,shopify,120,deny,manual,159,,TRUE,FALSE,,,,,FALSE,active
1-day-acuvue-moist,,,,,,,,Power / Sphere (SPH),-2.25,,,,,ACU-MST-30PK--2_25,100,shopify,120,deny,manual,159,,TRUE,FALSE,,,,,FALSE,active
1-day-acuvue-moist,,,,,,,,Power / Sphere (SPH),-2.50,,,,,ACU-MST-30PK--2_50,100,shopify,120,deny,manual,159,,TRUE,FALSE,,,,,FALSE,active
1-day-acuvue-moist,,,,,,,,Power / Sphere (SPH),-2.75,,,,,ACU-MST-30PK--2_75,100,shopify,120,deny,manual,159,,TRUE,FALSE,,,,,FALSE,active
1-day-acuvue-moist,,,,,,,,Power / Sphere (SPH),-3.00,,,,,ACU-MST-30PK--3_00,100,shopify,120,deny,manual,159,,TRUE,FALSE,,,,,FALSE,active
1-day-acuvue-moist,,,,,,,,Power / Sphere (SPH),-3.25,,,,,ACU-MST-30PK--3_25,100,shopify,120,deny,manual,159,,TRUE,FALSE,,,,,FALSE,active
1-day-acuvue-moist,,,,,,,,Power / Sphere (SPH),-3.50,,,,,ACU-MST-30PK--3_50,100,shopify,120,deny,manual,159,,TRUE,FALSE,,,,,FALSE,active
1-day-acuvue-moist,,,,,,,,Power / Sphere (SPH),-3.75,,,,,ACU-MST-30PK--3_75,100,shopify,120,deny,manual,159,,TRUE,FALSE,,,,,FALSE,active
1-day-acuvue-moist,,,,,,,,Power / Sphere (SPH),-4.00,,,,,ACU-MST-30PK--4_00,100,shopify,120,deny,manual,159,,TRUE,FALSE,,,,,FALSE,active
1-day-acuvue-moist,,,,,,,,Power / Sphere (SPH),-4.50,,,,,ACU-MST-30PK--4_50,100,shopify,120,deny,manual,159,,TRUE,FALSE,,,,,FALSE,active
1-day-acuvue-moist,,,,,,,,Power / Sphere (SPH),-5.00,,,,,ACU-MST-30PK--5_00,100,shopify,120,deny,manual,159,,TRUE,FALSE,,,,,FALSE,active
1-day-acuvue-moist,,,,,,,,Power / Sphere (SPH),-5.50,,,,,ACU-MST-30PK--5_50,100,shopify,120,deny,manual,159,,TRUE,FALSE,,,,,FALSE,active
1-day-acuvue-moist,,,,,,,,Power / Sphere (SPH),-6.00,,,,,ACU-MST-30PK--6_00,100,shopify,120,deny,manual,159,,TRUE,FALSE,,,,,FALSE,active
1-day-acuvue-moist,,,,,,,,Power / Sphere (SPH),-7.00,,,,,ACU-MST-30PK--7_00,100,shopify,120,deny,manual,159,,TRUE,FALSE,,,,,FALSE,active
1-day-acuvue-moist,,,,,,,,Power / Sphere (SPH),-8.00,,,,,ACU-MST-30PK--8_00,100,shopify,120,deny,manual,159,,TRUE,FALSE,,,,,FALSE,active
1-day-acuvue-define-vivid-style,1 Day Acuvue Define Vivid Style,"<p>Subtle limbal ring definition that enhances the natural beauty of dark eyes.</p><p dir=""rtl"" lang=""ar"">تحديد طبيعي يعزز إشراقة وتألق العيون مع حماية وترطيب فائق.</p><ul><li><strong>Replacement Schedule:</strong> DAILY DISPOSABLE</li><li><strong>Pack Size:</strong> 30 Lenses</li><li><strong>Base Curve (BC):</strong> 8.5 mm</li><li><strong>Diameter (DIA):</strong> 14.2 mm</li><li><strong>Water Content:</strong> 58%</li></ul>",Acuvue,Health & Beauty > Personal Care > Vision Care,Colored Contact Lenses,"EyeNova, Qatar Luxury, Doha, colored-lenses, beauty, cosmetic, Acuvue",TRUE,Power / Sphere (SPH),Plano (0.00),,,,,ACU-DEF-VIV-30PK-0_00,100,shopify,50,deny,manual,215,,TRUE,FALSE,,https://images.unsplash.com/photo-1588776814546-1ffcf47267a5?w=600&auto=format&fit=crop,1,1 Day Acuvue Define Vivid Style,FALSE,active
1-day-acuvue-define-vivid-style,,,,,,,,Power / Sphere (SPH),-0.50,,,,,ACU-DEF-VIV-30PK--0_50,100,shopify,50,deny,manual,215,,TRUE,FALSE,,,,,FALSE,active
1-day-acuvue-define-vivid-style,,,,,,,,Power / Sphere (SPH),-1.00,,,,,ACU-DEF-VIV-30PK--1_00,100,shopify,50,deny,manual,215,,TRUE,FALSE,,,,,FALSE,active
1-day-acuvue-define-vivid-style,,,,,,,,Power / Sphere (SPH),-1.50,,,,,ACU-DEF-VIV-30PK--1_50,100,shopify,50,deny,manual,215,,TRUE,FALSE,,,,,FALSE,active
1-day-acuvue-define-vivid-style,,,,,,,,Power / Sphere (SPH),-2.00,,,,,ACU-DEF-VIV-30PK--2_00,100,shopify,50,deny,manual,215,,TRUE,FALSE,,,,,FALSE,active
1-day-acuvue-define-vivid-style,,,,,,,,Power / Sphere (SPH),-2.50,,,,,ACU-DEF-VIV-30PK--2_50,100,shopify,50,deny,manual,215,,TRUE,FALSE,,,,,FALSE,active
1-day-acuvue-define-vivid-style,,,,,,,,Power / Sphere (SPH),-3.00,,,,,ACU-DEF-VIV-30PK--3_00,100,shopify,50,deny,manual,215,,TRUE,FALSE,,,,,FALSE,active
1-day-acuvue-define-vivid-style,,,,,,,,Power / Sphere (SPH),-3.50,,,,,ACU-DEF-VIV-30PK--3_50,100,shopify,50,deny,manual,215,,TRUE,FALSE,,,,,FALSE,active
1-day-acuvue-define-vivid-style,,,,,,,,Power / Sphere (SPH),-4.00,,,,,ACU-DEF-VIV-30PK--4_00,100,shopify,50,deny,manual,215,,TRUE,FALSE,,,,,FALSE,active
1-day-acuvue-define-vivid-style,,,,,,,,Power / Sphere (SPH),-5.00,,,,,ACU-DEF-VIV-30PK--5_00,100,shopify,50,deny,manual,215,,TRUE,FALSE,,,,,FALSE,active
1-day-acuvue-moist-90-pack,1 Day Acuvue Moist 90 Pack,"<p>Quarterly value pack with 90 daily disposable contact lenses with LACREON technology.</p><p dir=""rtl"" lang=""ar"">عبوة التوفير الفصلية تحتوي على 90 عدسة يومية أصلية بتقنية الترطيب المتقدمة.</p><ul><li><strong>Replacement Schedule:</strong> DAILY DISPOSABLE</li><li><strong>Pack Size:</strong> 90 Lenses</li><li><strong>Base Curve (BC):</strong> 8.5 mm</li><li><strong>Diameter (DIA):</strong> 14.2 mm</li><li><strong>Water Content:</strong> 58%</li></ul>",Acuvue,Health & Beauty > Personal Care > Vision Care,Medical Contact Lenses,"EyeNova, Qatar Luxury, Doha, clear-lenses, vision-correction, medical, Acuvue",TRUE,Power / Sphere (SPH),-1.00,,,,,ACU-MST-90PK--1_00,100,shopify,40,deny,manual,428,,TRUE,FALSE,,https://images.unsplash.com/photo-1588776814546-1ffcf47267a5?w=600&auto=format&fit=crop,1,1 Day Acuvue Moist 90 Pack,FALSE,active
1-day-acuvue-moist-90-pack,,,,,,,,Power / Sphere (SPH),-1.50,,,,,ACU-MST-90PK--1_50,100,shopify,40,deny,manual,428,,TRUE,FALSE,,,,,FALSE,active
1-day-acuvue-moist-90-pack,,,,,,,,Power / Sphere (SPH),-2.00,,,,,ACU-MST-90PK--2_00,100,shopify,40,deny,manual,428,,TRUE,FALSE,,,,,FALSE,active
1-day-acuvue-moist-90-pack,,,,,,,,Power / Sphere (SPH),-2.50,,,,,ACU-MST-90PK--2_50,100,shopify,40,deny,manual,428,,TRUE,FALSE,,,,,FALSE,active
1-day-acuvue-moist-90-pack,,,,,,,,Power / Sphere (SPH),-3.00,,,,,ACU-MST-90PK--3_00,100,shopify,40,deny,manual,428,,TRUE,FALSE,,,,,FALSE,active
1-day-acuvue-moist-90-pack,,,,,,,,Power / Sphere (SPH),-3.50,,,,,ACU-MST-90PK--3_50,100,shopify,40,deny,manual,428,,TRUE,FALSE,,,,,FALSE,active
